"uid","apt_cd","apt_nm","rdnmadr","legaldong_cd","std_yr","xuar","ar_cd","cbxuar_nmhsh","cbarcd_minm_potvale","cbarcd_mxm_potvale","cbarcd_ave_potvale","cbarcd_median_potvale","cbxuar_minm_potvale","cbxuar_mxm_potvale","cbxuar_ave_potvale","cbxuar_median_potvale","cbxuar_stdv","signgu_potvale_rank","signgu_potvale_perc","signgu_potvale_cumedist","ctpr_potvale_rank","ctpr_potvale_perc","ctpr_potvale_cumedist","ntwd_potvale_rank","ntwd_potvale_perc","ntwd_potvale_cumedist","lo","la"
"00037803","APT1168041664080022000001","우성아파트","서울특별시 강남구 삼성로147길 22","1168010400","2022",98.53,"004",1,1061000000,1154000000,1107500000,1107500000,1061000000,1061000000,1061000000,1061000000,,505,47,52,1828,76,24,7670,96,5,127.0468144948,37.5217055687
"00037804","APT1168041664080022000001","우성아파트","서울특별시 강남구 삼성로147길 22","1168010400","2022",105.58,"004",1,1061000000,1154000000,1107500000,1107500000,1154000000,1154000000,1154000000,1154000000,,505,47,52,1828,76,24,7670,96,5,127.0468144948,37.5217055687
"00037805","APT1168041664120017000001","개포주공 5단지","서울특별시 강남구 삼성로4길 17","1168010300","2022",53.98,"002",157,1470000000,1557000000,1534197452,1546000000,1470000000,1557000000,1534197452,1546000000,26723523,33,92,7,67,100,1,3580,98,2,127.0685821313,37.4875623308
"00037806","APT1168041664120017000001","개포주공 5단지","서울특별시 강남구 삼성로4길 17","1168010300","2022",74.25,"003",70,1577000000,2141000000,1827727272,1677000000,1854000000,1970000000,1940857142,1955000000,35340696,134,86,15,200,99,1,2191,99,1,127.0685821313,37.4875623308
"00037807","APT1168041664120017000001","개포주공 5단지","서울특별시 강남구 삼성로4길 17","1168010300","2022",83.17,"003",70,1577000000,2141000000,1827727272,1677000000,2021000000,2141000000,2111571428,2124000000,36954171,134,86,15,200,99,1,2191,99,1,127.0685821313,37.4875623308
"00037808","APT1168041664120017000001","개포주공 5단지","서울특별시 강남구 삼성로4길 17","1168010300","2022",61.19,"003",157,1577000000,2141000000,1827727272,1677000000,1577000000,1677000000,1650732484,1658000000,30198145,134,85,15,200,99,1,2191,99,1,127.0685821313,37.4875623308
"00037809","APT1168041664130010001301","노빌리티빌리지","서울특별시 강남구 삼성로51길 10-13","1168010600","2022",106.69,"004",1,1052000000,1052000000,1052000000,1052000000,1052000000,1052000000,1052000000,1052000000,,560,41,58,2017,74,26,8427,95,5,127.0604506694,37.4973205088
"00037810","APT1168041664130010001301","노빌리티빌리지","서울특별시 강남구 삼성로51길 10-13","1168010600","2022",139.93,"005",1,1310000000,1451000000,1393769230,1422000000,1310000000,1310000000,1310000000,1310000000,,830,20,80,2313,51,49,4620,98,3,127.0604506694,37.4973205088
"00037811","APT1168041664130010001301","노빌리티빌리지","서울특별시 강남구 삼성로51길 10-13","1168010600","2022",166.57,"005",5,1310000000,1451000000,1393769230,1422000000,1311000000,1435000000,1397400000,1422000000,52624139,830,20,80,2313,51,49,4620,98,3,127.0604506694,37.4973205088
"00037812","APT1168041664130010001301","노빌리티빌리지","서울특별시 강남구 삼성로51길 10-13","1168010600","2022",163.42,"005",1,1310000000,1451000000,1393769230,1422000000,1425000000,1425000000,1425000000,1425000000,,830,20,80,2313,51,49,4620,98,3,127.0604506694,37.4973205088
"00037813","APT1168041664130010001301","노빌리티빌리지","서울특별시 강남구 삼성로51길 10-13","1168010600","2022",168.04,"005",5,1310000000,1451000000,1393769230,1422000000,1329000000,1451000000,1413200000,1433000000,51148803,830,20,80,2313,51,49,4620,98,3,127.0604506694,37.4973205088
"00037814","APT1168041664130010001301","노빌리티빌리지","서울특별시 강남구 삼성로51길 10-13","1168010600","2022",146.06,"005",1,1310000000,1451000000,1393769230,1422000000,1331000000,1331000000,1331000000,1331000000,,830,20,80,2313,51,49,4620,98,3,127.0604506694,37.4973205088
"00037815","APT1168041664130025000001","대치 SK VIEW","서울특별시 강남구 삼성로51길 25","1168010600","2022",59.67,"002",4,1766000000,1766000000,1766000000,1766000000,1766000000,1766000000,1766000000,1766000000,0,4,100,1,19,100,0,2359,99,1,127.0600132438,37.4954273666
"00037816","APT1168041664130025000001","대치 SK VIEW","서울특별시 강남구 삼성로51길 25","1168010600","2022",84.39,"003",51,2008000000,2270000000,2206027397,2246000000,2008000000,2270000000,2208705882,2246000000,70208345,34,97,4,65,100,0,1222,100,1,127.0600132438,37.4954273666
"00037817","APT1168041664130025000001","대치 SK VIEW","서울특별시 강남구 삼성로51길 25","1168010600","2022",84.34,"003",22,2008000000,2270000000,2206027397,2246000000,2028000000,2270000000,2199818181,2221000000,77976575,34,97,4,65,100,0,1222,100,1,127.0600132438,37.4954273666
"00037818","APT1168041664130025000001","대치 SK VIEW","서울특별시 강남구 삼성로51길 25","1168010600","2022",125.35,"004",1,2152000000,3707000000,2511938931,2438000000,3707000000,3707000000,3707000000,3707000000,,108,88,12,160,98,2,767,100,0,127.0600132438,37.4954273666
"00037819","APT1168041664130025000001","대치 SK VIEW","서울특별시 강남구 삼성로51길 25","1168010600","2022",112.08,"004",26,2152000000,3707000000,2511938931,2438000000,2442000000,2777000000,2691461538,2733000000,108859995,108,88,12,160,98,2,767,100,0,127.0600132438,37.4954273666
"00037820","APT1168041664130025000001","대치 SK VIEW","서울특별시 강남구 삼성로51길 25","1168010600","2022",93.48,"004",29,2152000000,3707000000,2511938931,2438000000,2152000000,2438000000,2371655172,2395000000,88356533,108,88,12,160,98,2,767,100,0,127.0600132438,37.4954273666
"00037821","APT1168041664130025000001","대치 SK VIEW","서울특별시 강남구 삼성로51길 25","1168010600","2022",125.33,"004",2,2152000000,3707000000,2511938931,2438000000,3664000000,3664000000,3664000000,3664000000,0,108,88,12,160,98,2,767,100,0,127.0600132438,37.4954273666
"00037822","APT1168041664130025000001","대치 SK VIEW","서울특별시 강남구 삼성로51길 25","1168010600","2022",93.40,"004",60,2152000000,3707000000,2511938931,2438000000,2280000000,2438000000,2404733333,2438000000,46350860,108,88,12,160,98,2,767,100,0,127.0600132438,37.4954273666
"00037823","APT1168041664130025000001","대치 SK VIEW","서울특별시 강남구 삼성로51길 25","1168010600","2022",112.37,"004",13,2152000000,3707000000,2511938931,2438000000,2442000000,2777000000,2691461538,2733000000,111104767,108,89,12,160,98,2,767,100,0,127.0600132438,37.4954273666
"00037824","APT1168041664130035000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 35","1168010600","2022",59.99,"002",20,1754000000,2005000000,1908300000,1966000000,1754000000,2005000000,1908300000,1966000000,79444850,1,100,0,9,100,0,1950,99,1,127.0607445276,37.4950300451
"00037825","APT1168041664130035000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 35","1168010600","2022",84.99,"003",22,2223000000,2490000000,2360136363,2375000000,2223000000,2490000000,2360136363,2375000000,99256904,11,99,1,30,100,0,1013,100,1,127.0607445276,37.4950300451
"00037826","APT1168041664130035000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 35","1168010600","2022",91.93,"004",85,2383000000,2746000000,2644406060,2690000000,2408000000,2746000000,2660764705,2692000000,93587195,71,93,8,107,99,1,641,100,0,127.0607445276,37.4950300451
"00037827","APT1168041664130035000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 35","1168010600","2022",91.89,"004",46,2383000000,2746000000,2644406060,2690000000,2383000000,2707000000,2596347826,2654000000,103544991,71,93,8,107,99,1,641,100,0,127.0607445276,37.4950300451
"00037828","APT1168041664130035000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 35","1168010600","2022",91.91,"004",34,2383000000,2746000000,2644406060,2690000000,2408000000,2746000000,2668529411,2692000000,104523518,71,92,8,107,99,1,641,100,0,127.0607445276,37.4950300451
"00037829","APT1168041664130035000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 35","1168010600","2022",151.27,"005",33,3574000000,4073000000,3951750000,3994000000,3574000000,4073000000,3955424242,3994000000,155357055,105,90,10,214,96,5,214,100,0,127.0607445276,37.4950300451
"00037830","APT1168041664130035000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 35","1168010600","2022",151.31,"005",63,3574000000,4073000000,3951750000,3994000000,3574000000,4073000000,3949825396,3994000000,155607295,105,90,10,214,96,5,214,100,0,127.0607445276,37.4950300451
"00037831","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",59.99,"002",34,1771000000,2007000000,1893470588,1899000000,1771000000,2007000000,1893470588,1899000000,75846030,2,100,0,10,100,0,1977,99,1,127.0578508450,37.4942460767
"00037832","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",84.97,"003",135,2204000000,2649000000,2496039393,2540000000,2256000000,2591000000,2487822222,2540000000,105879604,2,100,1,10,100,0,814,100,0,127.0578508450,37.4942460767
"00037833","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",84.99,"003",104,2204000000,2649000000,2496039393,2540000000,2288000000,2649000000,2494192307,2545000000,98700004,2,100,1,10,100,0,814,100,0,127.0578508450,37.4942460767
"00037834","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",84.98,"003",88,2204000000,2649000000,2496039393,2540000000,2288000000,2649000000,2520784090,2545000000,106637904,2,100,1,10,100,0,814,100,0,127.0578508450,37.4942460767
"00037835","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",69.04,"003",3,2204000000,2649000000,2496039393,2540000000,2204000000,2204000000,2204000000,2204000000,0,2,100,1,10,100,0,814,100,0,127.0578508450,37.4942460767
"00037836","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",93.18,"004",26,2425000000,3618000000,3083338677,3005000000,2573000000,3002000000,2827384615,2863000000,133572775,7,99,2,27,100,0,398,100,0,127.0578508450,37.4942460767
"00037837","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",114.15,"004",59,2425000000,3618000000,3083338677,3005000000,3172000000,3618000000,3500711864,3548000000,140630483,7,99,2,27,100,0,398,100,0,127.0578508450,37.4942460767
"00037838","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",114.17,"004",34,2425000000,3618000000,3083338677,3005000000,3172000000,3618000000,3516235294,3548000000,137867099,7,99,2,27,100,0,398,100,0,127.0578508450,37.4942460767
"00037839","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",114.14,"004",60,2425000000,3618000000,3083338677,3005000000,3172000000,3618000000,3502666666,3548000000,140253362,7,99,2,27,100,0,398,100,0,127.0578508450,37.4942460767
"00037840","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",89.03,"004",5,2425000000,3618000000,3083338677,3005000000,2425000000,2492000000,2465200000,2492000000,36697411,7,99,2,27,100,0,398,100,0,127.0578508450,37.4942460767
"00037841","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",94.49,"004",206,2425000000,3618000000,3083338677,3005000000,2597000000,3062000000,2912621359,2955000000,139684251,7,99,2,27,100,0,398,100,0,127.0578508450,37.4942460767
"00037842","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",94.50,"004",75,2425000000,3618000000,3083338677,3005000000,2573000000,3062000000,2894600000,3002000000,153595027,7,99,2,27,100,0,398,100,0,127.0578508450,37.4942460767
"00037843","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",94.48,"004",4,2425000000,3618000000,3083338677,3005000000,3012000000,3012000000,3012000000,3012000000,0,7,100,2,27,100,0,398,100,0,127.0578508450,37.4942460767
"00037844","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",91.55,"004",2,2425000000,3618000000,3083338677,3005000000,2562000000,2562000000,2562000000,2562000000,0,7,100,2,27,100,0,398,100,0,127.0578508450,37.4942460767
"00037845","APT1168041664130037000001","래미안대치팰리스","서울특별시 강남구 삼성로51길 37","1168010600","2022",94.51,"004",28,2425000000,3618000000,3083338677,3005000000,2626000000,3062000000,2936678571,3005000000,149660122,7,100,2,27,100,0,398,100,0,127.0578508450,37.4942460767
"00037846","APT1168041664140037000501","대치하나빌","서울특별시 강남구 삼성로57길 37-5","1168010600","2022",166.22,"005",1,1277000000,1460000000,1370000000,1351000000,1334000000,1334000000,1334000000,1334000000,,847,19,81,2383,49,51,4895,98,3,127.0584936655,37.4970336490
"00037847","APT1168041664140037000501","대치하나빌","서울특별시 강남구 삼성로57길 37-5","1168010600","2022",197.14,"005",2,1277000000,1460000000,1370000000,1351000000,1434000000,1434000000,1434000000,1434000000,0,847,18,81,2383,49,51,4895,98,3,127.0584936655,37.4970336490
"00037848","APT1168041664140037000501","대치하나빌","서울특별시 강남구 삼성로57길 37-5","1168010600","2022",169.19,"005",4,1277000000,1460000000,1370000000,1351000000,1306000000,1351000000,1328500000,1328500000,25980762,847,19,81,2383,49,51,4895,98,3,127.0584936655,37.4970336490
"00037849","APT1168041664140037000501","대치하나빌","서울특별시 강남구 삼성로57길 37-5","1168010600","2022",165.60,"005",1,1277000000,1460000000,1370000000,1351000000,1319000000,1319000000,1319000000,1319000000,,847,19,81,2383,49,51,4895,98,3,127.0584936655,37.4970336490
"00037850","APT1168041664140037000501","대치하나빌","서울특별시 강남구 삼성로57길 37-5","1168010600","2022",145.04,"005",1,1277000000,1460000000,1370000000,1351000000,1277000000,1277000000,1277000000,1277000000,,847,18,81,2383,49,51,4895,98,3,127.0584936655,37.4970336490
"00037851","APT1168041664140037000501","대치하나빌","서울특별시 강남구 삼성로57길 37-5","1168010600","2022",197.40,"005",1,1277000000,1460000000,1370000000,1351000000,1434000000,1434000000,1434000000,1434000000,,847,18,81,2383,49,51,4895,98,3,127.0584936655,37.4970336490
"00037852","APT1168041664140037000501","대치하나빌","서울특별시 강남구 삼성로57길 37-5","1168010600","2022",200.23,"005",1,1277000000,1460000000,1370000000,1351000000,1460000000,1460000000,1460000000,1460000000,,847,19,81,2383,49,51,4895,98,3,127.0584936655,37.4970336490
"00037853","APT1168041664140037000501","대치하나빌","서울특별시 강남구 삼성로57길 37-5","1168010600","2022",197.10,"005",1,1277000000,1460000000,1370000000,1351000000,1434000000,1434000000,1434000000,1434000000,,847,19,81,2383,49,51,4895,98,3,127.0584936655,37.4970336490
"00037854","APT1168041664140045000001","삼성2차","서울특별시 강남구 삼성로57길 45","1168010600","2022",162.51,"005",19,1494000000,1693000000,1635473684,1667000000,1494000000,1693000000,1635473684,1667000000,73426735,709,31,68,1741,63,37,2887,99,2,127.0575166924,37.4970329237
"00037855","APT1168041664160009000001","한양팰리스","서울특별시 강남구 삼성로61길 9","1168010600","2022",107.84,"004",1,772000000,916000000,863142857,885000000,778000000,778000000,778000000,778000000,,680,29,70,2824,63,37,12128,93,7,127.0597266296,37.4991964859
"00037856","APT1168041664160009000001","한양팰리스","서울특별시 강남구 삼성로61길 9","1168010600","2022",99.19,"004",13,772000000,916000000,863142857,885000000,772000000,916000000,869692307,885000000,46790997,680,30,70,2824,63,37,12128,93,7,127.0597266296,37.4991964859
"00037857","APT1168041664180016000501","세연파크뷰","서울특별시 강남구 삼성로63길 16-5","1168010600","2022",71.89,"003",2,753000000,931000000,878210526,893000000,783000000,783000000,783000000,783000000,0,468,48,52,2220,88,12,11823,93,7,127.0584200853,37.5000388020
"00037858","APT1168041664180016000501","세연파크뷰","서울특별시 강남구 삼성로63길 16-5","1168010600","2022",66.72,"003",1,753000000,931000000,878210526,893000000,753000000,753000000,753000000,753000000,,468,49,52,2220,88,12,11823,93,7,127.0584200853,37.5000388020
"00037859","APT1168041664180016000501","세연파크뷰","서울특별시 강남구 삼성로63길 16-5","1168010600","2022",83.58,"003",14,753000000,931000000,878210526,893000000,853000000,931000000,899500000,906500000,28744899,468,48,52,2220,88,12,11823,93,7,127.0584200853,37.5000388020
"00037860","APT1168041664180016000501","세연파크뷰","서울특별시 강남구 삼성로63길 16-5","1168010600","2022",80.78,"003",2,753000000,931000000,878210526,893000000,887000000,887000000,887000000,887000000,0,468,48,52,2220,88,12,11823,93,7,127.0584200853,37.5000388020
"00037861","APT1168041664180037000001","한티(933-35)","서울특별시 강남구 삼성로63길 37","1168010600","2022",110.66,"004",10,670000000,906000000,845000000,881000000,826000000,906000000,880000000,895000000,32186954,698,28,72,2908,62,38,12564,93,7,127.0572884438,37.4990560812
"00037862","APT1168041664180037000001","한티(933-35)","서울특별시 강남구 삼성로63길 37","1168010600","2022",93.38,"004",2,670000000,906000000,845000000,881000000,670000000,670000000,670000000,670000000,0,698,28,72,2908,62,38,12564,93,7,127.0572884438,37.4990560812
"00037863","APT1168041664190005000001","대치현대","서울특별시 강남구 삼성로64길 5","1168010600","2022",59.82,"002",156,1054000000,1236000000,1176282051,1173000000,1054000000,1236000000,1176282051,1173000000,55263334,96,80,20,194,98,2,6828,96,4,127.0609701757,37.5009313686
"00037864","APT1168041664190005000001","대치현대","서울특별시 강남구 삼성로64길 5","1168010600","2022",85.00,"003",134,1482000000,1773000000,1675291044,1698500000,1482000000,1773000000,1675291044,1698500000,83940619,161,83,18,258,99,1,2747,99,2,127.0609701757,37.5009313686
"00037865","APT1168041664190005000001","대치현대","서울특별시 강남구 삼성로64길 5","1168010600","2022",114.59,"004",48,1604000000,2091000000,1899269503,1901000000,1840000000,2091000000,2026958333,2070000000,75170433,243,74,25,426,95,6,1974,99,1,127.0609701757,37.5009313686
"00037866","APT1168041664190005000001","대치현대","서울특별시 강남구 삼성로64길 5","1168010600","2022",101.60,"004",93,1604000000,2091000000,1899269503,1901000000,1604000000,1976000000,1833365591,1864000000,105910420,243,73,25,426,95,6,1974,99,1,127.0609701757,37.5009313686
"00037867","APT1168041664190012000001","대치효성","서울특별시 강남구 삼성로64길 12","1168010600","2022",59.84,"002",34,910000000,1106000000,1012823529,1013000000,910000000,1106000000,1012823529,1013000000,57377258,141,71,29,336,97,4,9174,95,5,127.0612036444,37.4999164061
"00037868","APT1168041664190012000001","대치효성","서울특별시 강남구 삼성로64길 12","1168010600","2022",84.91,"003",34,1100000000,1327000000,1241448979,1254000000,1106000000,1327000000,1258000000,1281000000,70248908,293,68,32,749,96,4,6098,97,4,127.0612036444,37.4999164061
"00037869","APT1168041664190012000001","대치효성","서울특별시 강남구 삼성로64길 12","1168010600","2022",79.68,"003",1,1100000000,1327000000,1241448979,1254000000,1139000000,1139000000,1139000000,1139000000,,293,68,32,749,96,4,6098,97,4,127.0612036444,37.4999164061
"00037870","APT1168041664190012000001","대치효성","서울특별시 강남구 삼성로64길 12","1168010600","2022",84.94,"003",14,1100000000,1327000000,1241448979,1254000000,1100000000,1291000000,1208571428,1234000000,66716062,293,68,32,749,96,4,6098,97,4,127.0612036444,37.4999164061
"00037871","APT1168041664190036000001","하이캐슬102동","서울특별시 강남구 삼성로64길 36","1168010600","2022",123.22,"004",4,1102000000,1354000000,1217375000,1206000000,1186000000,1264000000,1222000000,1219000000,35242020,444,53,46,1539,80,20,6387,97,4,127.0633835033,37.5004391120
"00037872","APT1168041664190036000001","하이캐슬102동","서울특별시 강남구 삼성로64길 36","1168010600","2022",115.78,"004",1,1102000000,1354000000,1217375000,1206000000,1211000000,1211000000,1211000000,1211000000,,444,53,46,1539,80,20,6387,97,4,127.0633835033,37.5004391120
"00037873","APT1168041664190036000001","하이캐슬102동","서울특별시 강남구 삼성로64길 36","1168010600","2022",111.93,"004",1,1102000000,1354000000,1217375000,1206000000,1184000000,1184000000,1184000000,1184000000,,444,53,46,1539,80,20,6387,97,4,127.0633835033,37.5004391120
"00037874","APT1168041664190036000001","하이캐슬102동","서울특별시 강남구 삼성로64길 36","1168010600","2022",99.66,"004",1,1102000000,1354000000,1217375000,1206000000,1102000000,1102000000,1102000000,1102000000,,444,53,46,1539,80,20,6387,97,4,127.0633835033,37.5004391120
"00037875","APT1168041664190036000001","하이캐슬102동","서울특별시 강남구 삼성로64길 36","1168010600","2022",130.39,"004",1,1102000000,1354000000,1217375000,1206000000,1354000000,1354000000,1354000000,1354000000,,444,53,46,1539,80,20,6387,97,4,127.0633835033,37.5004391120
"00037876","APT1168041664190036000001","하이캐슬102동","서울특별시 강남구 삼성로64길 36","1168010600","2022",145.34,"005",6,1327000000,1465000000,1382200000,1365500000,1340000000,1465000000,1401666666,1405500000,54039492,845,19,81,2350,50,50,4729,98,3,127.0633835033,37.5004391120
"00037877","APT1168041664190036000001","하이캐슬102동","서울특별시 강남구 삼성로64길 36","1168010600","2022",138.91,"005",4,1327000000,1465000000,1382200000,1365500000,1327000000,1383000000,1353000000,1351000000,24671171,845,19,81,2350,50,50,4729,98,3,127.0633835033,37.5004391120
"00037878","APT1168041664190040000001","하이캐슬","서울특별시 강남구 삼성로64길 40","1168010600","2022",84.27,"003",37,1125000000,1211000000,1190270833,1195000000,1125000000,1211000000,1189486486,1195000000,27547556,351,61,39,907,95,5,6695,97,4,127.0638564369,37.5005612364
"00037879","APT1168041664190040000001","하이캐슬","서울특별시 강남구 삼성로64길 40","1168010600","2022",84.06,"003",9,1125000000,1211000000,1190270833,1195000000,1125000000,1211000000,1188888888,1195000000,28963099,351,61,39,907,95,5,6695,97,4,127.0638564369,37.5005612364
"00037880","APT1168041664190040000001","하이캐슬","서울특별시 강남구 삼성로64길 40","1168010600","2022",84.33,"003",1,1125000000,1211000000,1190270833,1195000000,1211000000,1211000000,1211000000,1211000000,,351,61,39,907,95,5,6695,97,4,127.0638564369,37.5005612364
"00037881","APT1168041664190040000001","하이캐슬","서울특별시 강남구 삼성로64길 40","1168010600","2022",84.54,"003",1,1125000000,1211000000,1190270833,1195000000,1211000000,1211000000,1211000000,1211000000,,351,62,39,907,95,5,6695,97,4,127.0638564369,37.5005612364
"00037882","APT1168041664190040000001","하이캐슬","서울특별시 강남구 삼성로64길 40","1168010600","2022",156.92,"005",1,1559000000,1559000000,1559000000,1559000000,1559000000,1559000000,1559000000,1559000000,,763,27,73,1910,59,41,3426,98,2,127.0638564369,37.5005612364
"00037883","APT1168041664200014000001","도성","서울특별시 강남구 삼성로67길 14","1168010600","2022",83.72,"003",2,670000000,670000000,670000000,670000000,670000000,670000000,670000000,670000000,0,578,36,63,3666,80,20,17971,90,11,127.0582976058,37.5011429501
"00037884","APT1168041664200014000001","도성","서울특별시 강남구 삼성로67길 14","1168010600","2022",111.09,"004",1,887000000,949000000,920875000,928500000,908000000,908000000,908000000,908000000,,627,35,65,2515,67,33,10815,94,6,127.0582976058,37.5011429501
"00037885","APT1168041664200014000001","도성","서울특별시 강남구 삼성로67길 14","1168010600","2022",109.86,"004",1,887000000,949000000,920875000,928500000,887000000,887000000,887000000,887000000,,627,35,65,2515,67,33,10815,94,6,127.0582976058,37.5011429501
"00037886","APT1168041664200014000001","도성","서울특별시 강남구 삼성로67길 14","1168010600","2022",120.00,"004",6,887000000,949000000,920875000,928500000,888000000,949000000,928666666,949000000,31500265,627,35,65,2515,67,33,10815,94,6,127.0582976058,37.5011429501
"00037887","APT1168041664210005000001","대치주성","서울특별시 강남구 삼성로68길 5","1168010600","2022",67.13,"003",1,567000000,722000000,665333333,707000000,567000000,567000000,567000000,567000000,,580,36,64,3730,80,21,18179,90,11,127.0601938456,37.5015569416
"00037888","APT1168041664210005000001","대치주성","서울특별시 강남구 삼성로68길 5","1168010600","2022",83.87,"003",1,567000000,722000000,665333333,707000000,707000000,707000000,707000000,707000000,,580,36,64,3730,80,21,18179,90,11,127.0601938456,37.5015569416
"00037889","APT1168041664210005000001","대치주성","서울특별시 강남구 삼성로68길 5","1168010600","2022",83.51,"003",1,567000000,722000000,665333333,707000000,722000000,722000000,722000000,722000000,,580,36,64,3730,80,21,18179,90,11,127.0601938456,37.5015569416
"00037890","APT1168041664210005000001","대치주성","서울특별시 강남구 삼성로68길 5","1168010600","2022",101.09,"004",1,867000000,996000000,959909090,977000000,867000000,867000000,867000000,867000000,,609,37,63,2372,69,31,10054,95,6,127.0601938456,37.5015569416
"00037891","APT1168041664210005000001","대치주성","서울특별시 강남구 삼성로68길 5","1168010600","2022",122.56,"004",1,867000000,996000000,959909090,977000000,973000000,973000000,973000000,973000000,,609,37,63,2372,69,31,10054,95,6,127.0601938456,37.5015569416
"00037892","APT1168041664210005000001","대치주성","서울특별시 강남구 삼성로68길 5","1168010600","2022",123.73,"004",9,867000000,996000000,959909090,977000000,911000000,996000000,968777777,977000000,33014307,609,36,63,2372,69,31,10054,95,6,127.0601938456,37.5015569416
"00037893","APT1168041664240011000801","대치타워","서울특별시 강남구 삼성로71길 11-8","1168010600","2022",79.75,"003",2,501000000,560000000,543375000,552500000,555000000,560000000,557500000,557500000,3535534,718,20,79,5568,69,31,24827,86,15,127.0580165814,37.5017137288
"00037894","APT1168041664240011000801","대치타워","서울특별시 강남구 삼성로71길 11-8","1168010600","2022",74.15,"003",1,501000000,560000000,543375000,552500000,533000000,533000000,533000000,533000000,,718,21,79,5568,69,31,24827,86,15,127.0580165814,37.5017137288
"00037895","APT1168041664240011000801","대치타워","서울특별시 강남구 삼성로71길 11-8","1168010600","2022",66.47,"003",1,501000000,560000000,543375000,552500000,501000000,501000000,501000000,501000000,,718,21,79,5568,69,31,24827,86,15,127.0580165814,37.5017137288
"00037896","APT1168041664240011000801","대치타워","서울특별시 강남구 삼성로71길 11-8","1168010600","2022",70.06,"003",1,501000000,560000000,543375000,552500000,533000000,533000000,533000000,533000000,,718,21,79,5568,69,31,24827,86,15,127.0580165814,37.5017137288
"00037897","APT1168041664240011000801","대치타워","서울특별시 강남구 삼성로71길 11-8","1168010600","2022",81.24,"003",3,501000000,560000000,543375000,552500000,550000000,560000000,555000000,555000000,5000000,718,20,79,5568,69,31,24827,86,15,127.0580165814,37.5017137288
"00037898","APT1168041664240011000801","대치타워","서울특별시 강남구 삼성로71길 11-8","1168010600","2022",90.30,"004",1,605000000,610000000,607500000,607500000,610000000,610000000,610000000,610000000,,913,6,94,4611,40,61,20737,88,12,127.0580165814,37.5017137288
"00037899","APT1168041664240011000801","대치타워","서울특별시 강남구 삼성로71길 11-8","1168010600","2022",85.81,"004",1,605000000,610000000,607500000,607500000,605000000,605000000,605000000,605000000,,913,6,94,4611,40,61,20737,88,12,127.0580165814,37.5017137288
"00037900","APT1168041664260034000001","메트로","서울특별시 강남구 삼성로75길 34","1168010600","2022",84.67,"003",4,565000000,595000000,575800000,574000000,574000000,595000000,584500000,584500000,12124356,687,24,76,4866,73,27,22643,87,13,127.0554710453,37.5029645119
"00037901","APT1168041664260034000001","메트로","서울특별시 강남구 삼성로75길 34","1168010600","2022",82.63,"003",2,565000000,595000000,575800000,574000000,574000000,574000000,574000000,574000000,0,687,24,76,4866,73,27,22643,87,13,127.0554710453,37.5029645119
"00037902","APT1168041664260034000001","메트로","서울특별시 강남구 삼성로75길 34","1168010600","2022",80.59,"003",2,565000000,595000000,575800000,574000000,571000000,571000000,571000000,571000000,0,687,24,76,4866,73,27,22643,87,13,127.0554710453,37.5029645119
"00037903","APT1168041664260034000001","메트로","서울특별시 강남구 삼성로75길 34","1168010600","2022",71.70,"003",2,565000000,595000000,575800000,574000000,565000000,565000000,565000000,565000000,0,687,24,76,4866,73,27,22643,87,13,127.0554710453,37.5029645119
"00037904","APT1168041664260034000001","메트로","서울특별시 강남구 삼성로75길 34","1168010600","2022",99.26,"004",1,691000000,691000000,691000000,691000000,691000000,691000000,691000000,691000000,,848,13,87,4012,48,53,17188,90,10,127.0554710453,37.5029645119
