"uid","apt_cd","apt_nm","rdnmadr","legaldong_cd","std_yr","xuar","ar_cd","cbxuar_nmhsh","cbarcd_minm_potvale","cbarcd_mxm_potvale","cbarcd_ave_potvale","cbarcd_median_potvale","cbxuar_minm_potvale","cbxuar_mxm_potvale","cbxuar_ave_potvale","cbxuar_median_potvale","cbxuar_stdv","signgu_potvale_rank","signgu_potvale_perc","signgu_potvale_cumedist","ctpr_potvale_rank","ctpr_potvale_perc","ctpr_potvale_cumedist","ntwd_potvale_rank","ntwd_potvale_perc","ntwd_potvale_cumedist","lo","la"
"00035662","APT1168010500100646000001","위레벤646","서울특별시 강남구 영동대로 646","1168010500","2022",38.97,"001",1,785000000,983000000,830333333,842000000,983000000,983000000,983000000,983000000,,10,98,3,14,100,0,12906,93,8,127.0578294983,37.5196629002
"00035655","APT1168010500100002000001","브르넨삼성","서울특별시 강남구 영동대로122길 2","1168010500","2022",39.86,"001",1,860000000,1260000000,1060000000,1060000000,1260000000,1260000000,1260000000,1260000000,,1,100,0,1,100,0,8269,96,5,127.0594184227,37.5167639970
"00035656","APT1168010500100002000001","브르넨삼성","서울특별시 강남구 영동대로122길 2","1168010500","2022",28.56,"001",1,860000000,1260000000,1060000000,1060000000,860000000,860000000,860000000,860000000,,1,100,0,1,100,0,8269,96,5,127.0594184227,37.5167639970
"00035657","APT1168010500100002000001","브르넨삼성","서울특별시 강남구 영동대로122길 2","1168010500","2022",40.07,"002",6,1311000000,1683000000,1491250000,1485000000,1311000000,1476000000,1393500000,1395000000,66379967,51,89,11,91,99,1,3844,98,2,127.0594184227,37.5167639970
"00035658","APT1168010500100002000001","브르넨삼성","서울특별시 강남구 영동대로122길 2","1168010500","2022",49.86,"002",6,1311000000,1683000000,1491250000,1485000000,1494000000,1683000000,1589000000,1590500000,75984209,51,88,11,91,99,1,3844,98,2,127.0594184227,37.5167639970
"00035659","APT1168010500100002000001","브르넨삼성","서울특별시 강남구 영동대로122길 2","1168010500","2022",63.87,"003",6,1835000000,2066000000,1950833333,1952500000,1835000000,2066000000,1950833333,1952500000,92920217,95,90,10,158,100,1,1798,99,1,127.0594184227,37.5167639970
"00035660","APT1168010500100002000001","브르넨삼성","서울특별시 강남구 영동대로122길 2","1168010500","2022",96.26,"004",1,3212000000,3278000000,3245000000,3245000000,3278000000,3278000000,3278000000,3278000000,,2,100,0,18,100,0,381,100,0,127.0594184227,37.5167639970
"00035661","APT1168010500100002000001","브르넨삼성","서울특별시 강남구 영동대로122길 2","1168010500","2022",120.72,"004",1,3212000000,3278000000,3245000000,3245000000,3212000000,3212000000,3212000000,3212000000,,2,100,0,18,100,0,381,100,0,127.0594184227,37.5167639970
"00035663","APT1168010500100646000001","위레벤646","서울특별시 강남구 영동대로 646","1168010500","2022",38.21,"001",1,785000000,983000000,830333333,842000000,931000000,931000000,931000000,931000000,,10,98,3,14,100,0,12906,93,8,127.0578294983,37.5196629002
"00035664","APT1168010500100646000001","위레벤646","서울특별시 강남구 영동대로 646","1168010500","2022",31.21,"001",20,785000000,983000000,830333333,842000000,842000000,864000000,853000000,853000000,11285762,10,97,3,14,100,0,12906,93,8,127.0578294983,37.5196629002
"00035665","APT1168010500100646000001","위레벤646","서울특별시 강남구 영동대로 646","1168010500","2022",30.22,"001",20,785000000,983000000,830333333,842000000,785000000,805000000,795000000,795000000,10259784,10,98,3,14,100,0,12906,93,8,127.0578294983,37.5196629002
"00035666","APT1168010500100646000001","위레벤646","서울특별시 강남구 영동대로 646","1168010500","2022",42.42,"002",20,1009000000,1035000000,1022000000,1022000000,1009000000,1035000000,1022000000,1022000000,13337719,139,71,28,329,97,4,8991,95,5,127.0578294983,37.5196629002
"00035667","APT1168010500100646000001","위레벤646","서울특별시 강남구 영동대로 646","1168010500","2022",100.54,"004",1,2779000000,2779000000,2779000000,2779000000,2779000000,2779000000,2779000000,2779000000,,59,94,6,88,99,1,559,100,0,127.0578294983,37.5196629002
"00035668","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",20.04,"001",16,156000000,288000000,202803030,198000000,216000000,231000000,223500000,223500000,5585696,339,17,83,1559,70,30,77579,54,46,127.0294089855,37.5131164340
"00035669","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",18.06,"001",12,156000000,288000000,202803030,198000000,186000000,198000000,191666666,191000000,5140452,339,16,83,1559,70,30,77579,54,46,127.0294089855,37.5131164340
"00035670","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",18.12,"001",12,156000000,288000000,202803030,198000000,186000000,198000000,191666666,191000000,5140452,339,15,83,1559,71,30,77579,54,46,127.0294089855,37.5131164340
"00035671","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",21.40,"001",2,156000000,288000000,202803030,198000000,236000000,236000000,236000000,236000000,0,339,15,83,1559,70,30,77579,54,46,127.0294089855,37.5131164340
"00035672","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",16.81,"001",8,156000000,288000000,202803030,198000000,182000000,194000000,187750000,187500000,4682795,339,16,83,1559,70,30,77579,54,46,127.0294089855,37.5131164340
"00035673","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",21.05,"001",4,156000000,288000000,202803030,198000000,232000000,243000000,237500000,237500000,6350853,339,16,83,1559,70,30,77579,54,46,127.0294089855,37.5131164340
"00035674","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",18.90,"001",48,156000000,288000000,202803030,198000000,189000000,212000000,200000000,200500000,7287413,339,15,83,1559,70,30,77579,54,46,127.0294089855,37.5131164340
"00035675","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",16.07,"001",4,156000000,288000000,202803030,198000000,175000000,179000000,177000000,177000000,2309401,339,15,83,1559,71,30,77579,54,46,127.0294089855,37.5131164340
"00035676","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",15.33,"001",12,156000000,288000000,202803030,198000000,156000000,169000000,163000000,162500000,4390071,339,16,83,1559,70,30,77579,54,46,127.0294089855,37.5131164340
"00035677","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",18.00,"001",6,156000000,288000000,202803030,198000000,186000000,198000000,191666666,191000000,5391351,339,16,83,1559,70,30,77579,54,46,127.0294089855,37.5131164340
"00035678","APT1168010800100168000001","N168","서울특별시 강남구 학동로 168","1168010800","2022",25.82,"001",8,156000000,288000000,202803030,198000000,276000000,288000000,282000000,282000000,6414270,339,15,83,1559,70,30,77579,54,46,127.0294089855,37.5131164340
"00035679","APT1168011300100056000001","세곡2지구 도시형생활주택(유현리엔아파트)","서울특별시 강남구 밤고개로21길 56","1168011300","2022",29.59,"001",64,312000000,388000000,349977011,355000000,338000000,388000000,352000000,355000000,8768631,79,81,20,301,95,6,46637,73,28,127.1127399637,37.4731645932
"00035680","APT1168011300100056000001","세곡2지구 도시형생활주택(유현리엔아파트)","서울특별시 강남구 밤고개로21길 56","1168011300","2022",29.33,"001",5,312000000,388000000,349977011,355000000,338000000,360000000,350400000,355000000,9071935,79,81,20,301,95,6,46637,73,28,127.1127399637,37.4731645932
"00035681","APT1168011300100056000001","세곡2지구 도시형생활주택(유현리엔아파트)","서울특별시 강남구 밤고개로21길 56","1168011300","2022",29.60,"001",4,312000000,388000000,349977011,355000000,370000000,388000000,380500000,382000000,7549834,79,80,20,301,95,6,46637,73,28,127.1127399637,37.4731645932
"00035682","APT1168011300100056000001","세곡2지구 도시형생활주택(유현리엔아파트)","서울특별시 강남구 밤고개로21길 56","1168011300","2022",26.58,"001",5,312000000,388000000,349977011,355000000,312000000,333000000,323200000,327000000,8497058,79,80,20,301,95,6,46637,73,28,127.1127399637,37.4731645932
"00035683","APT1168011300100056000001","세곡2지구 도시형생활주택(유현리엔아파트)","서울특별시 강남구 밤고개로21길 56","1168011300","2022",29.45,"001",4,312000000,388000000,349977011,355000000,344000000,360000000,353500000,355000000,6757712,79,80,20,301,95,6,46637,73,28,127.1127399637,37.4731645932
"00035684","APT1168011300100056000001","세곡2지구 도시형생활주택(유현리엔아파트)","서울특별시 강남구 밤고개로21길 56","1168011300","2022",25.98,"001",5,312000000,388000000,349977011,355000000,312000000,333000000,323200000,327000000,8497058,79,80,20,301,95,6,46637,73,28,127.1127399637,37.4731645932
"00035685","APT1168020000032615000001","도곡스타클래스","서울특별시 강남구 남부순환로 2615","1168011800","2022",112.05,"004",30,1110000000,1264000000,1219608695,1233000000,1159000000,1255000000,1223800000,1242000000,37306189,441,53,46,1532,80,20,6349,97,4,127.0358789824,37.4852013763
"00035686","APT1168020000032615000001","도곡스타클래스","서울특별시 강남구 남부순환로 2615","1168011800","2022",112.75,"004",30,1110000000,1264000000,1219608695,1233000000,1167000000,1264000000,1232400000,1251000000,37753831,441,53,46,1532,80,20,6349,97,4,127.0358789824,37.4852013763
"00035687","APT1168020000032615000001","도곡스타클래스","서울특별시 강남구 남부순환로 2615","1168011800","2022",111.38,"004",32,1110000000,1264000000,1219608695,1233000000,1110000000,1246000000,1203687500,1231000000,47518036,441,53,46,1532,80,20,6349,97,4,127.0358789824,37.4852013763
"00035688","APT1168020000032615000001","도곡스타클래스","서울특별시 강남구 남부순환로 2615","1168011800","2022",174.80,"005",2,1676000000,2022000000,1849000000,1849000000,1676000000,1676000000,1676000000,1676000000,0,619,40,59,1383,71,30,2150,99,1,127.0358789824,37.4852013763
"00035689","APT1168020000032615000001","도곡스타클래스","서울특별시 강남구 남부순환로 2615","1168011800","2022",203.22,"005",2,1676000000,2022000000,1849000000,1849000000,2022000000,2022000000,2022000000,2022000000,0,619,40,59,1383,71,30,2150,99,1,127.0358789824,37.4852013763
"00035690","APT1168020000032740000001","럭키(462)","서울특별시 강남구 남부순환로 2740","1168011800","2022",79.89,"003",64,1306000000,1426000000,1384875000,1398000000,1306000000,1426000000,1384875000,1398000000,41884005,232,75,25,527,98,3,4722,98,3,127.0462707655,37.4861490904
"00035691","APT1168020000032803000001","삼성래미안","서울특별시 강남구 남부순환로 2803","1168011800","2022",59.96,"002",96,1405000000,1538000000,1498416666,1506000000,1405000000,1538000000,1498416666,1506000000,33781860,43,90,9,83,100,1,3799,98,2,127.0506486806,37.4897859208
"00035692","APT1168020000032803000001","삼성래미안","서울특별시 강남구 남부순환로 2803","1168011800","2022",84.89,"003",96,1679000000,1939000000,1853805555,1853000000,1758000000,1939000000,1885166666,1898000000,46555607,125,87,14,188,99,1,2146,99,1,127.0506486806,37.4897859208
"00035693","APT1168020000032803000001","삼성래미안","서울특별시 강남구 남부순환로 2803","1168011800","2022",84.76,"003",48,1679000000,1939000000,1853805555,1853000000,1679000000,1825000000,1791083333,1814000000,43162155,125,87,14,188,99,1,2146,99,1,127.0506486806,37.4897859208
"00035694","APT1168020000032803000001","삼성래미안","서울특별시 강남구 남부순환로 2803","1168011800","2022",122.81,"004",186,1844000000,2466000000,2281000000,2343000000,2155000000,2466000000,2361537634,2343000000,82125423,163,82,17,262,97,3,1129,100,1,127.0506486806,37.4897859208
"00035695","APT1168020000032803000001","삼성래미안","서울특별시 강남구 남부순환로 2803","1168011800","2022",89.88,"004",48,1844000000,2466000000,2281000000,2343000000,1844000000,2007000000,1968916666,1995000000,48449945,163,82,17,262,97,3,1129,100,1,127.0506486806,37.4897859208
"00035696","APT1168020000060379000001","포이벨리","서울특별시 강남구 양재대로 379","1168010300","2022",84.69,"003",10,502000000,534000000,521200000,534000000,502000000,534000000,521200000,534000000,16524729,762,16,84,6117,66,34,26733,85,16,127.0552154693,37.4746082743
"00035697","APT1168021020010240000001","SK허브프리모","서울특별시 강남구 강남대로 240","1168011800","2022",33.80,"001",64,260000000,277000000,272250000,275500000,260000000,277000000,272250000,275500000,5957522,165,59,39,704,87,13,60454,65,36,127.0343855071,37.4852763822
"00035698","APT1168021020010240000001","SK허브프리모","서울특별시 강남구 강남대로 240","1168011800","2022",48.64,"002",3,397000000,424000000,409333333,407000000,397000000,424000000,409333333,407000000,13650397,359,27,73,3469,62,39,38285,78,23,127.0343855071,37.4852763822
"00035699","APT1168021020010240000001","SK허브프리모","서울특별시 강남구 강남대로 240","1168011800","2022",63.09,"003",12,517000000,686000000,625990825,623000000,517000000,558000000,536000000,533000000,17622300,636,29,70,4199,77,23,19965,89,12,127.0343855071,37.4852763822
"00035700","APT1168021020010240000001","SK허브프리모","서울특별시 강남구 강남대로 240","1168011800","2022",69.18,"003",13,517000000,686000000,625990825,623000000,600000000,678000000,652153846,678000000,33679485,636,30,70,4199,77,23,19965,89,12,127.0343855071,37.4852763822
"00035701","APT1168021020010240000001","SK허브프리모","서울특별시 강남구 강남대로 240","1168011800","2022",68.96,"003",3,517000000,686000000,625990825,623000000,620000000,678000000,656666666,672000000,31895663,636,30,70,4199,77,23,19965,89,12,127.0343855071,37.4852763822
"00035702","APT1168021020010240000001","SK허브프리모","서울특별시 강남구 강남대로 240","1168011800","2022",70.31,"003",13,517000000,686000000,625990825,623000000,605000000,686000000,663769230,686000000,31019225,636,30,70,4199,77,23,19965,89,12,127.0343855071,37.4852763822
"00035703","APT1168021020010240000001","SK허브프리모","서울특별시 강남구 강남대로 240","1168011800","2022",67.50,"003",16,517000000,686000000,625990825,623000000,581000000,623000000,611500000,620000000,15099669,636,29,70,4199,77,23,19965,89,12,127.0343855071,37.4852763822
"00035704","APT1168021020010240000001","SK허브프리모","서울특별시 강남구 강남대로 240","1168011800","2022",67.57,"003",52,517000000,686000000,625990825,623000000,571000000,667000000,633461538,667000000,38596181,636,30,70,4199,77,23,19965,89,12,127.0343855071,37.4852763822
"00035705","APT1168021020010256000001","대우디오빌","서울특별시 강남구 강남대로 256","1168011800","2022",23.34,"001",12,165000000,229000000,199174193,193000000,165000000,181000000,175416666,176500000,5468228,353,14,85,1645,69,31,78693,54,47,127.0335528435,37.4864326346
"00035706","APT1168021020010256000001","대우디오빌","서울특별시 강남구 강남대로 256","1168011800","2022",25.89,"001",96,165000000,229000000,199174193,193000000,180000000,195000000,190083333,191000000,4633213,353,14,85,1645,69,31,78693,54,47,127.0335528435,37.4864326346
"00035707","APT1168021020010256000001","대우디오빌","서울특별시 강남구 강남대로 256","1168011800","2022",31.81,"001",47,165000000,229000000,199174193,193000000,213000000,229000000,223808510,226000000,4684100,353,13,85,1645,69,31,78693,54,47,127.0335528435,37.4864326346
"00035708","APT1168021020010272000001","도곡푸르지오 102동","서울특별시 강남구 강남대로 272","1168011800","2022",147.21,"005",13,1198000000,1264000000,1246846153,1264000000,1198000000,1264000000,1246846153,1264000000,22784666,918,12,88,2781,41,59,6066,97,4,127.0328744513,37.4877709027
"00035709","APT1168021020010324000001","역삼디오슈페리움","서울특별시 강남구 강남대로 324","1168010100","2022",46.90,"002",20,474000000,507000000,501800000,507000000,474000000,507000000,501800000,507000000,11143088,259,47,53,2333,74,26,28262,84,17,127.0309529351,37.4921463461
"00035710","APT1168021020010324000001","역삼디오슈페리움","서울특별시 강남구 강남대로 324","1168010100","2022",84.92,"003",20,730000000,815000000,785300000,777000000,737000000,815000000,801200000,815000000,28616521,514,43,57,2783,85,16,14033,92,8,127.0309529351,37.4921463461
"00035711","APT1168021020010324000001","역삼디오슈페리움","서울특별시 강남구 강남대로 324","1168010100","2022",84.34,"003",20,730000000,815000000,785300000,777000000,730000000,777000000,769400000,777000000,16132347,514,43,57,2783,85,16,14033,92,8,127.0309529351,37.4921463461
"00035712","APT1168021220010225000001","현대썬앤빌","서울특별시 강남구 도산대로 225","1168010700","2022",23.72,"001",5,231000000,414000000,255723404,242000000,330000000,338000000,335000000,335000000,3082207,210,47,51,903,83,17,63915,63,38,127.0313875250,37.5210921846
"00035713","APT1168021220010225000001","현대썬앤빌","서울특별시 강남구 도산대로 225","1168010700","2022",21.45,"001",1,231000000,414000000,255723404,242000000,296000000,296000000,296000000,296000000,,210,48,51,903,83,17,63915,63,38,127.0313875250,37.5210921846
"00035714","APT1168021220010225000001","현대썬앤빌","서울특별시 강남구 도산대로 225","1168010700","2022",16.40,"001",15,231000000,414000000,255723404,242000000,243000000,250000000,246800000,246000000,2569047,210,48,51,903,83,17,63915,63,38,127.0313875250,37.5210921846
"00035715","APT1168021220010225000001","현대썬앤빌","서울특별시 강남구 도산대로 225","1168010700","2022",15.42,"001",25,231000000,414000000,255723404,242000000,231000000,242000000,237280000,237000000,3142716,210,47,51,903,83,17,63915,63,38,127.0313875250,37.5210921846
"00035716","APT1168021220010225000001","현대썬앤빌","서울특별시 강남구 도산대로 225","1168010700","2022",30.13,"001",1,231000000,414000000,255723404,242000000,414000000,414000000,414000000,414000000,,210,48,51,903,83,17,63915,63,38,127.0313875250,37.5210921846
"00035717","APT1168021220010232000001","청학아파트 에이동,비동,씨동","서울특별시 강남구 도산대로 232","1168010800","2022",85.12,"004",40,855000000,1167000000,991657142,892000000,855000000,892000000,875000000,868000000,14856579,587,39,61,2255,71,30,9507,95,6,127.0327854417,37.5206801324
"00035718","APT1168021220010232000001","청학아파트 에이동,비동,씨동","서울특별시 강남구 도산대로 232","1168010800","2022",97.18,"004",30,855000000,1167000000,991657142,892000000,1112000000,1167000000,1147200000,1145000000,20508030,587,39,61,2255,71,30,9507,95,6,127.0327854417,37.5206801324
"00035719","APT1168021220010454000001","휴먼스타빌","서울특별시 강남구 도산대로 454","1168010400","2022",39.95,"001",21,440000000,529000000,484016574,488000000,485000000,529000000,519190476,529000000,15945592,24,94,6,84,99,2,29949,83,18,127.0460556185,37.5236841981
"00035720","APT1168021220010454000001","휴먼스타빌","서울특별시 강남구 도산대로 454","1168010400","2022",35.91,"001",160,440000000,529000000,484016574,488000000,440000000,488000000,479400000,488000000,15264214,24,95,6,84,99,2,29949,83,18,127.0460556185,37.5236841981
"00035721","APT1168021220010454000001","휴먼스타빌","서울특별시 강남구 도산대로 454","1168010400","2022",71.81,"003",4,797000000,797000000,797000000,797000000,797000000,797000000,797000000,797000000,0,507,44,56,2705,85,15,13734,92,8,127.0460556185,37.5236841981
"00035722","APT1168021220010454000001","휴먼스타빌","서울특별시 강남구 도산대로 454","1168010400","2022",197.56,"005",3,2447000000,2447000000,2447000000,2447000000,2447000000,2447000000,2447000000,2447000000,0,387,62,37,673,86,14,893,100,1,127.0460556185,37.5236841981
"00035723","APT1168021220010454000001","휴먼스타빌","서울특별시 강남구 도산대로 454","1168010400","2022",193.51,"005",3,2447000000,2447000000,2447000000,2447000000,2447000000,2447000000,2447000000,2447000000,0,387,62,37,673,86,14,893,100,1,127.0460556185,37.5236841981
"00035724","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",44.57,"002",8,1021000000,1223000000,1103513071,1098000000,1056000000,1223000000,1118000000,1096500000,67945356,104,78,22,242,98,3,7706,96,5,127.0751005003,37.4909925047
"00035725","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",44.84,"002",16,1021000000,1223000000,1103513071,1098000000,1056000000,1223000000,1078250000,1056000000,42054726,104,78,22,242,98,3,7706,96,5,127.0751005003,37.4909925047
"00035726","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",41.91,"002",282,1021000000,1223000000,1103513071,1098000000,1021000000,1208000000,1104535460,1098000000,59304454,104,78,22,242,98,3,7706,96,5,127.0751005003,37.4909925047
"00035727","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",76.60,"003",44,1512000000,2267000000,2055004110,2154000000,1842000000,1979000000,1929181818,1933000000,53727682,56,94,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035728","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",84.66,"003",6,1512000000,2267000000,2055004110,2154000000,2019000000,2109000000,2064000000,2064000000,40249224,56,94,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035729","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",84.71,"003",66,1512000000,2267000000,2055004110,2154000000,2019000000,2244000000,2170606060,2154000000,63081846,56,94,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035730","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",76.55,"003",32,1512000000,2267000000,2055004110,2154000000,1823000000,2050000000,1973156250,1959000000,63590986,56,94,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035731","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",84.92,"003",68,1512000000,2267000000,2055004110,2154000000,2040000000,2222000000,2145470588,2176000000,61603564,56,94,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035732","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",84.72,"003",23,1512000000,2267000000,2055004110,2154000000,2040000000,2222000000,2168347826,2176000000,57676692,56,93,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035733","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",84.81,"003",93,1512000000,2267000000,2055004110,2154000000,2040000000,2267000000,2187935483,2176000000,62502662,56,94,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035734","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",63.76,"003",108,1512000000,2267000000,2055004110,2154000000,1512000000,1699000000,1624222222,1624000000,48095181,56,94,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035735","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",84.75,"003",34,1512000000,2267000000,2055004110,2154000000,2040000000,2267000000,2194911764,2199000000,64408906,56,94,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035736","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",84.73,"003",219,1512000000,2267000000,2055004110,2154000000,2019000000,2244000000,2167611872,2154000000,61371706,56,93,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035737","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",63.83,"003",26,1512000000,2267000000,2055004110,2154000000,1528000000,1641000000,1606076923,1641000000,43929874,56,93,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035738","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",84.64,"003",34,1512000000,2267000000,2055004110,2154000000,2040000000,2267000000,2194911764,2199000000,64408906,56,93,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035739","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",76.46,"003",54,1512000000,2267000000,2055004110,2154000000,1842000000,1979000000,1938407407,1979000000,52187803,56,93,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035740","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",76.48,"003",32,1512000000,2267000000,2055004110,2154000000,1842000000,2070000000,1993031250,1979000000,63803875,56,93,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035741","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",76.77,"003",32,1512000000,2267000000,2055004110,2154000000,1823000000,2050000000,1973156250,1959000000,63590986,56,93,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035742","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",84.94,"003",102,1512000000,2267000000,2055004110,2154000000,2040000000,2267000000,2194911764,2199000000,63768005,56,93,8,106,100,1,1483,100,1,127.0751005003,37.4909925047
"00035743","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",132.92,"004",24,2239000000,3129000000,2633842261,2582000000,3010000000,3129000000,3069666666,3070000000,49627015,74,92,8,110,99,1,649,100,0,127.0751005003,37.4909925047
"00035744","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",103.77,"004",30,2239000000,3129000000,2633842261,2582000000,2239000000,2582000000,2438700000,2389000000,108499531,74,92,8,110,99,1,649,100,0,127.0751005003,37.4909925047
"00035745","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",103.95,"004",56,2239000000,3129000000,2633842261,2582000000,2262000000,2609000000,2489517857,2503000000,101657176,74,92,8,110,99,1,649,100,0,127.0751005003,37.4909925047
"00035746","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",103.86,"004",94,2239000000,3129000000,2633842261,2582000000,2239000000,2582000000,2444797872,2389000000,108895785,74,92,8,110,99,1,649,100,0,127.0751005003,37.4909925047
"00035747","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",118.68,"004",132,2239000000,3129000000,2633842261,2582000000,2653000000,2916000000,2794803030,2811000000,63681032,74,92,8,110,99,1,649,100,0,127.0751005003,37.4909925047
"00035748","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",176.39,"005",1,3924000000,3982000000,3933666666,3924000000,3982000000,3982000000,3982000000,3982000000,,107,90,10,216,96,5,216,100,0,127.0751005003,37.4909925047
"00035749","APT1168021220020022000001","디에이치자이개포","서울특별시 강남구 영동대로 22","1168011400","2022",173.48,"005",5,3924000000,3982000000,3933666666,3924000000,3924000000,3924000000,3924000000,3924000000,0,107,90,10,216,96,5,216,100,0,127.0751005003,37.4909925047
"00035750","APT1168021220020210000001","쌍용대치아파트1동, 2동, 3동, 5동, 6동","서울특별시 강남구 영동대로 210","1168010600","2022",83.56,"003",180,1782000000,1938000000,1896000000,1913000000,1782000000,1938000000,1896000000,1913000000,51900205,112,88,12,175,100,1,1976,99,1,127.0710620958,37.4980932044
"00035751","APT1168021220020210000001","쌍용대치아파트1동, 2동, 3동, 5동, 6동","서울특별시 강남구 영동대로 210","1168010600","2022",128.03,"004",120,2210000000,2402000000,2350933333,2373000000,2210000000,2402000000,2350933333,2373000000,63585281,151,84,16,233,97,3,1026,100,1,127.0710620958,37.4980932044
"00035752","APT1168021220020210000001","쌍용대치아파트1동, 2동, 3동, 5동, 6동","서울특별시 강남구 영동대로 210","1168010600","2022",148.80,"005",120,2446000000,2660000000,2603400000,2628000000,2446000000,2660000000,2603400000,2628000000,70665314,316,69,30,530,89,11,664,100,0,127.0710620958,37.4980932044
"00035753","APT1168021220020220000001","쌍용대치2","서울특별시 강남구 영동대로 220","1168010600","2022",84.49,"003",140,1615000000,1931000000,1830100000,1843000000,1615000000,1931000000,1830100000,1843000000,91480414,133,86,15,199,99,1,2189,99,1,127.0708743685,37.4996040404
"00035754","APT1168021220020220000001","쌍용대치2","서울특별시 강남구 영동대로 220","1168010600","2022",120.76,"004",112,2161000000,2348000000,2305285714,2334500000,2161000000,2348000000,2305285714,2334500000,58490845,162,83,17,252,97,3,1094,100,1,127.0708743685,37.4996040404
"00035755","APT1168021220020230000001","대치우성아파트1동, 2동, 3동, 5동, 6동, 7동","서울특별시 강남구 영동대로 230","1168010600","2022",84.69,"003",140,1672000000,1917000000,1866200000,1893000000,1672000000,1917000000,1866200000,1893000000,62685374,123,87,14,186,99,1,2098,99,1,127.0692541817,37.5001564421
"00035756","APT1168021220020230000001","대치우성아파트1동, 2동, 3동, 5동, 6동, 7동","서울특별시 강남구 영동대로 230","1168010600","2022",115.59,"004",150,1997000000,2193000000,2152320000,2172000000,1997000000,2193000000,2152320000,2172000000,49041322,179,81,18,297,97,4,1298,100,1,127.0692541817,37.5001564421
